file_name,aburazemi,higurashi,minminzemi,niiniizemi,tsukutsukuboushi
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0715.wav,0.023153469,0.05255205,0.004101511,0.0017386973,0.023834348
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0800.wav,0.090633705,1.0022904,0.040816884,0.9865613,0.020414382
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0810.wav,0.06853996,0.9721771,0.019595046,0.97981447,0.020406961
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0900.wav,0.06830365,0.14076753,0.044670474,0.9759348,-0.005255297
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0910.wav,0.1777385,0.3799073,0.088658035,0.9732796,0.07170323
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1000.wav,0.05967317,0.028763153,0.027223978,0.9774982,-0.0033008642
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1010.wav,0.05203394,0.070968054,0.03235827,0.98120475,-0.007959098
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1100.wav,0.17007065,0.03358978,0.023325544,0.9755408,-0.011273958
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1110.wav,0.27842373,0.06193644,0.018258687,0.97623235,0.020626374
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1200.wav,0.0806393,0.041580595,0.011035934,0.9153905,0.026976071
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1210.wav,0.05673892,0.0140846595,0.15996541,0.98302674,-0.010827646
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1300.wav,0.083809406,0.09398663,0.0058874562,0.9050658,0.030996092
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1310.wav,0.061786354,0.21961527,0.08886109,0.9751731,0.008992985
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1400.wav,0.12503982,0.025480319,0.01749574,0.96742684,0.02262903
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1410.wav,0.06354243,0.018681392,0.18311596,0.98254794,0.030575298
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1500.wav,0.06415844,0.876849,-0.0028002523,0.8042532,0.030107416
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1510.wav,0.09368194,0.028472483,0.019474272,0.97386926,0.01920683
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1600.wav,0.05817614,0.08939471,0.036056813,0.9687261,0.006938964
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1610.wav,0.027329933,0.039901894,-0.0022467524,0.6435365,0.024227053
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1700.wav,0.06148596,0.084534384,0.07022917,0.9756539,-0.0132887885
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1710.wav,0.10631666,0.1540844,0.026758518,0.9648666,0.015488207
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1800.wav,0.0731479,0.035778888,0.079490945,0.9891299,-0.020318296
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1810.wav,0.07042261,0.3781305,0.019247282,0.97761583,-0.01784397
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1900.wav,0.05207996,0.08586251,0.031213272,0.9807619,-0.028882192
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_1910.wav,0.046952568,0.041337483,0.041208286,0.98232234,-0.021725338
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_2000.wav,0.039091628,0.01044346,-0.0015542842,0.008440331,0.024874508
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_2010.wav,0.025970131,0.0045489725,-0.0018036254,0.012671925,0.014253594
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_2100.wav,0.015634798,0.0023531988,-0.005160924,0.0078033656,0.004696179
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_2110.wav,0.014215179,0.0022706445,-0.008624479,0.0109271705,0.0066097304
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_2200.wav,0.01492475,0.0016458258,-0.005353559,0.012177356,0.005101703
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_2210.wav,0.032142095,0.002566522,-0.010796502,0.0070952773,0.019021302
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_2300.wav,0.013159677,0.0015453994,-0.0066149496,0.0070485026,0.00810352
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_2310.wav,0.019812375,0.0008630622,-0.005018335,0.008012399,0.009817079
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0002.wav,0.035253435,0.0034355577,-0.0045621917,0.008832321,0.022352524
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0100.wav,0.014128387,0.0028480887,0.0003410615,0.006056443,0.0077867657
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0110.wav,0.01569596,0.0017794557,-0.004149113,0.012176633,0.011739954
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0200.wav,0.020347118,0.0048260298,-0.006364938,0.006526649,0.008964688
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0210.wav,0.0113867,0.0010987893,-0.0057926066,0.007760018,0.0048177987
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0300.wav,0.0363548,0.7091496,-0.0036829785,0.0148439035,0.16820782
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0310.wav,0.057024047,0.97140616,-0.00058748573,0.004668109,0.013200849
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0400.wav,0.085107826,0.19071044,0.084104076,0.9863357,0.015577123
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0410.wav,0.08866903,0.0962726,0.04061527,0.98006976,-0.020766934
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0500.wav,0.043628655,0.83600974,0.0040238015,0.008194156,0.106456
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0510.wav,0.030459631,0.29749882,-0.0060267933,0.010928646,0.010941669
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0600.wav,0.08221927,0.043124884,0.0007763952,0.9221764,0.018862158
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0610.wav,0.023569796,0.68828225,-0.010685224,0.0056658015,0.014672868
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0700.wav,0.031620644,0.8421569,-0.008311924,0.0063938424,0.0068819523
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0712.wav,0.06669426,0.033439934,0.014530491,0.951201,0.021002695
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0800.wav,0.047372397,0.034829512,0.025762726,0.97737914,-0.015009131
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0810.wav,0.0799042,0.056750275,0.07282218,0.9758966,-0.01087499
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0900.wav,0.14828071,0.013749175,0.05539674,0.9852983,-0.004960701
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_0910.wav,0.49352401,0.568169,0.025498781,0.9784876,-0.009011798
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1000.wav,0.056109503,0.022450365,0.039242793,0.98370636,0.72253144
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1010.wav,0.060190313,0.22564273,0.02262969,0.97636,0.004576184
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1100.wav,0.053686846,0.09569673,0.028230827,0.975326,-0.014019839
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1110.wav,0.104202665,0.07045991,0.024079766,0.9763581,-0.006859094
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1200.wav,0.06257138,0.17767285,0.11340889,0.97328454,0.012390237
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1210.wav,0.05276993,0.022820607,0.025233384,0.9750826,-0.006785542
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1300.wav,0.051616155,0.028799668,0.111827254,0.9801413,-0.0035275891
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1310.wav,0.08068371,0.31904322,0.08927567,0.990193,0.00059555843
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1400.wav,0.05359375,0.018220097,0.020245988,0.96923834,-0.01437331
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1410.wav,0.12864214,0.06927481,0.029061388,0.978773,-0.016428549
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1500.wav,0.18229005,0.076898366,0.020725679,0.97795147,-0.0126798
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1510.wav,0.08313176,0.10397252,0.025456589,0.9781514,-0.019887136
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1600.wav,0.35250676,0.05913225,0.03451613,0.9699072,0.02121497
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1610.wav,0.2576218,0.015951075,0.016101826,0.9721872,-0.0105945915
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1700.wav,0.14304987,0.61703753,0.020925421,0.9711153,-0.017661087
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1710.wav,0.07187818,0.17314304,0.034120988,0.9731454,-0.018753858
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1800.wav,0.16655982,0.025690954,0.0007213764,0.015647031,0.03490679
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1810.wav,0.029909983,0.039264135,-0.0053059943,0.010835111,0.012176238
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1900.wav,0.4604569,0.038644567,0.020112459,0.9785201,-0.023775762
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_1910.wav,0.061259244,0.03436362,0.017148849,0.9822816,-0.022519372
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_2000.wav,0.012527265,0.0030767396,-0.006940622,0.01375594,0.0050063655
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_2010.wav,0.023997713,0.0065717325,0.004874792,0.011177279,0.032673642
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_2100.wav,0.018618539,0.0043372456,-0.0072038583,0.005097449,0.009186514
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_2110.wav,0.020968396,0.007254213,-0.0050697215,0.007974058,0.031503975
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_2200.wav,0.018183894,-0.0006996393,-0.0068854652,0.014072776,0.008699596
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_2210.wav,0.026488237,0.0007702224,-0.005205009,0.00633505,0.008392535
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_2300.wav,0.01402767,0.0031089783,-0.007524859,0.008949444,0.006394401
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240706_2310.wav,0.016479589,0.0008378513,-0.008831114,0.0065692663,0.007817015
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240707_0000.wav,0.019157685,0.0010042507,-0.00968774,0.019118473,0.008727837
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240707_0100.wav,0.019537933,0.007232005,-0.0077748187,0.01874464,0.014362548
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240707_0110.wav,0.056814738,0.9273877,0.020837497,0.009797782,0.010826714
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240707_0200.wav,0.022139449,0.12505533,-0.0025669374,0.011523321,0.043491
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240707_0210.wav,0.04135328,0.11147686,-0.0002840981,0.012537785,0.025022872
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240707_0303.wav,0.033395533,0.39795274,-0.006502662,0.011961356,0.09937546
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240707_0310.wav,0.031349774,0.5207669,-0.0040570125,0.011124052,0.008991484
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240707_0400.wav,0.16568968,0.37559396,0.026991095,0.9912225,0.67101824
